id,Beer_Name,Brew_Factory_Name,Style,ABV
2642,Broken Tooth Something Red,Broken Tooth Brewing Company,Amber Ale,6.10
2643,Lagerheads Winter Mischief,Lagerheads Brewing Company,Spice/Herb/Vegetable,8
2644,Black Husky Harold The Red Ale,Black Husky Brewing,Amber Ale,6.60
2645,Eastern Shore St. Michaels Ale,Eastern Shore Brewing,Amber Ale,5
2646,Broad Brook Ale,Broad Brook Brewing Company,Premium Bitter/ESB,6.10
2647,4 Noses One Point Five IPA,4 Noses Brewing Company,India Pale Ale &#40; IPA &#41;,7.70
2648,A1A Ale Works Red Brick Ale,A1A Ale Works,Amber Ale,5.42
2649,Brewsters Pursuit of Hoppiness,Brewsters Brewing Co. - Alberta,Imperial IPA,8.50
2650,Portsmouth Brewing Red Bird Ale,Portsmouth Brewing,California Common,
2651,Round Barn Indecision Ale,Round Barn Brewery & Winery,Amber Ale,5.30
2652,Marin Albion Amber Ale,Marin Brewing Company,Amber Ale,5
2653,Lonerider Red Spur,Lonerider Brewing Company,Amber Ale,7.30
2654,Granville Island Gastown Amber Ale,Granville Island &#40; Brewery - MolsonCoors &#41;,Amber Ale,5.50
2655,Midland Copper Harbor Ale,Midland Brewing Company,Irish Ale,5.30
2656,BruRm AmBAR Ale,BruRm @ BAR,Amber Ale,
2657,Local Option Mourning Wood,Pub Dog Brewing Company,Amber Ale,7.30
2658,Southern Oregon Woodshed Red,Southern Oregon Brewing Co. .,Amber Ale,6.30
2659,Broadhead Grindstone Amber,Broadhead Brewing Company,Amber Ale,4.80
2660,Atwater Rost,Atwater Block Brewery,Amber Lager/Vienna,5
2661,Black Bear Gearhead Ale,Black Bear Brewery,Amber Ale,4.50
2662,Mayday Angry Redhead,Mayday Brewery,Amber Ale,6
2663,Golden Valley Red Thistle Ale,Golden Valley Brewery,Irish Ale,5.50
2664,De Rustica Red Pyment,De Rustica Meadery,Mead,
2665,Blue Moon Valencia Grove Amber Ale,Coors Brewing Company &#40; MillerCoors &#41;,Amber Ale,5.90
2666,Bamberg Franconian Rhapsody,Cervejaria Bamberg,Smoked,5
2667,Artisan_s Toasted Amber Ale,Artisan_s Brewery and Italian Grill,Amber Ale,5
2668,Cascade Amber,Cascade Brewing,Amber Ale,5
2669,Boulevard Tenpenny Ale,Boulevard Brewing Company &#40; Duvel-Moortgat &#41;,Bitter,3.30
2670,Mountain Sun Annapurna Amber,Mountain Sun Pub & Brewery,Amber Ale,5.70
2671,Fiddlers Green Amber,F.X. Matt Brewing Company,Amber Ale,
2672,Destihl Barrel Aged Deadhead Double Red Ale,Destihl Brewery,American Strong Ale,
2673,Fin City Jackspot Amber Ale,Fin City Brewing Company,Amber Ale,5.80
2674,Public Works Red Cent Amber,Peabody Heights Brewery,Amber Ale,5.25
2675,Horny Goat Red Planet Red Ale,Stevens Point Brewery,Amber Ale,5.40
2676,Bear Republic Altered Beast,Bear Republic Brewing Company,Imperial IPA,9.20
2677,Coalition King Kitty Red Ale,Coalition Brewing,Amber Ale,5.75
2678,Bison Organic Red Ale,Bison Brewing Company,Amber Ale,6
2679,Pig Minds Vanilla Bitch Slap,Pig Minds Brewing Co. .,Amber Ale,5.50
2680,Day Block Frank_s Red Ale,Day Block Brewing Company,Amber Ale,5.30
2681,Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;,Alley Kat Brewing Company,Irish Ale,
2682,Bells Amber Ale,Bells Brewery,Amber Ale,5.80
2683,Pipeworks Blood of the Unicorn,Pipeworks Brewing Company,American Strong Ale,8.50
2684,38 State Irish Red Ale,38 State Brewing Company,Irish Ale,5.40
2685,Church-Key Tobacco Road,Church-Key Brewing,Porter,
2686,Caldera Dry Hop Orange,Caldera Brewing Company,India Pale Ale &#40; IPA &#41;,5.40
2687,Empyrean Winter Axis Festiv_Ale,Empyrean Brewing Company,Amber Ale,6
2688,Estes Park Redrum Ale,Estes Park Brewery,Premium Bitter/ESB,4.50
2689,Ei8ht Ball Red Drink,Ei8ht Ball Brewing,Imperial IPA,7.50
2690,Long Valley German Valley Amber,Long Valley Pub and Brewery,Amber Ale,4.50
2691,Keuka Briglin Road Red,Keuka Brewing Company,Amber Ale,5
2692,Olde Main Long Face Amber,Olde Main Brewing Co. .,Amber Ale,5.50
2693,Backyard January S_Ale,Backyard,Golden Ale/Blond Ale,4.20
2694,Rockyard Redhawk Ale,Rockyard Brewing Company,Scottish Ale,5
2695,&#268; ernÃ ¡ Hora 1530,Pivovar &#268; ernÃ ¡ Hora &#40; Pivovary Lobkowicz &#41;,Imperial Pils/Strong Pale Lager,6.30
2696,Basil Ts Beer of the Dragon,Basil Ts &#40; Red Bank &#41;,Spice/Herb/Vegetable,5
2697,Railway City Iron Spike Copper Ale,Railway City Brewing Company,Amber Ale,4.40
2698,Clancys Amber,Moosehead Brewery,Amber Ale,5
2699,El Segundo Station No. 1,El Segundo Brewing Company,Amber Ale,6.70
2700,Block 15 Hellion,Block 15 Brewery,Belgian Strong Ale,12.50
2701,Arizona Wilderness Red Rock Secret,Arizona Wilderness Brewing Company,Amber Ale,6
2702,Tenaya Creek Red Ryder,Tenaya Creek Brewery,Specialty Grain,6.70
2703,Deschutes Cinder Cone Red Ale,Deschutes Brewery,Amber Ale,5.30
2704,Devils Backbone Montpelier_s Best Ambition Ale,Devils Backbone Brewing Company,Amber Ale,5.40
2705,Lexington Avenue Eleanor_s Rye,Lexington Avenue Brewery,Specialty Grain,8
2706,Coney Island 1609 Amber Ale,Shmaltz Brewing Company,Amber Ale,4.80
2707,Saint Arnould Vlimeuse,Saint Arnould,Amber Ale,6.20
2708,Glutenberg Rousse,Glutenberg Craft Brewery,Amber Ale,5
2709,Against the Grain The Wrath of the Krauth of Khan,Against the Grain Brewery,Smoked,7.20
2710,Dark Horse Amber Ale,Dark Horse Brewing Company,Amber Ale,5.50
2711,Collesi Imper Ale Ambrata Fiat Lux,Tenute Collesi,BiÃ ¨ re de Garde,7.50
2712,HopTown Paint the Town Red,HopTown Brewing Company,Amber Ale,5.50
2713,Ice Harbor Runaway Red Ale,Ice Harbor Brewing Company,Amber Ale,5.70
2714,Geneva Lake Cedar Point Amber Ale,Geneva Lake Brewing Company,Amber Ale,5
2715,Ellis Island Amber Ale,Ellis Island Casino & Brewery,Amber Ale,6
2716,1904 American Red,Anheuser-Busch InBev,Amber Lager/Vienna,
2717,Atlanta Laughing Skull Amber Ale &#40; 2009 - present &#41;,Red Brick Brewing Company,Amber Ale,5.30
2718,Chatham Maple Amber,Chatham Brewing,Amber Ale,5.50
2719,Big Dog_s Alpha Dog Double Red,Big Dog_s Brewing Co. .,American Strong Ale,9.10
2720,Cheers Norm_s Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,4.50
2721,Strawn Amber Ale,Strawn Brewing Company,Amber Ale,6
2722,Madhouse Venture Series Oak Aged Imperial Red,Madhouse Brewing Company,American Strong Ale,8.50
2723,Iron Hill Big Red Wibby,Iron Hill Lancaster,American Strong Ale,7.50
2724,Silver Gulch Copper Creek Amber Ale,Silver Gulch Brewing & Bottling Co. .,Amber Ale,5
2725,Widmer Brothers Drop Top Amber Ale,Widmer Brothers Brewing Company,Amber Ale,5.30
2726,Southbound Fade to Red,Southbound Brewing Company,American Strong Ale,7.30
2727,Firefly Hollow Moonrise Amber,Firefly Hollow Brewing Company,Amber Ale,6.30
2728,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port &#40; Ocean Beach &#41;,American Strong Ale,9.50
2729,Noble Ale Works Alpha Red,Noble Ale Works,American Strong Ale,7.20
2730,Zion Canyon Springdale Amber Ale,Zion Canyon Brewing Company,Amber Ale,4
2731,Granville Island Swing Span Amber Ale,Granville Island &#40; Brewery - MolsonCoors &#41;,Amber Ale,5.60
2732,Thirsty Dog Hoppus Maximus,Thirsty Dog Brewing Company,Amber Ale,5.90
2733,Falling Sky Reelin _ In the Oats Stout,Falling Sky Brewing,Sweet Stout,6.30
2734,Ale Asylum Limited # 8 : Phantasm Autumn Ale,Ale Asylum,American Strong Ale,7.80
2735,Maumee Bay Fallen Timbers Red Ale,Maumee Bay Brewing Co. .,Amber Ale,5
2736,Kuhnhenn Red Run Red Ale,Kuhnhenn Brewing,Amber Ale,6
2737,Boot Tread,Martens,Belgian Ale,5
2738,Breakside Alan from the Wood,Breakside Brewery,Traditional Ale,10.30
2739,2cabeÃ § as Sunset American Pale Ale,2cabeÃ § as,American Pale Ale,5
2740,Okanagan Spring Cloudy Amber Ale,Okanagan Spring Brewery &#40; Sapporo &#41;,Amber Ale,5
2741,Angry Minnow Nut Red Ale,Angry Minnow,Amber Ale,4.50
2742,Beer Here Dead Cat,De Proefbrouwerij,Amber Ale,4.70
2743,Mudshark Scorpion Amber Ale,Mudshark Brewing Company,Amber Ale,5.20
2744,BoB The Griffin Ryerish Redhead Ale,The Brew on Broadway &#40; BoB &#41;,Irish Ale,5.70
2745,Battered Boar Briarpatch Amber Ale,Battered Boar Brewing Company,Amber Ale,7
2746,Four Sons Going &#40; Coco &#41; Nuts,Four Sons Brewing,Amber Ale,5.20
2747,8 Wired Semiconductor Session IPA,Renaissance Brewing,Session IPA,4.40
2748,Bent Hill Maple Irish Red Ale,Bent Hill Brewery,Irish Ale,4.80
2749,Chicago Ramblin Reck Amber Ale,Chicago Brewing Company,Amber Ale,4.50
2750,Big Horn Buttface Amber Ale,Big Horn Brewing Company &#40; Ram International &#41;,Amber Ale,5.80
2751,Beer Valley Jackalope Imperial Pumpkin Porter,Beer Valley Brewing Company,Spice/Herb/Vegetable,7
2752,Kilannan 100 Mile Rye Pale Ale,Kilannan Brewing Company,Specialty Grain,4.20
2753,Kawaba Sunrise Ale,Kawaba Beer,Amber Ale,5
2754,Pair O _ Dice Hop Bet Red Ale &#40; Red IPA &#41;,Pair O _ Dice Brewing Company,Amber Ale,5.20
2755,Weeping Radish Ruddy Raddish,Weeping Radish Farm Brewery,Irish Ale,4.90
2756,Crooked Ladder Gypsy Red,Crooked Ladder Brewing Company,Amber Ale,5
2757,Sierra Nevada Flipside Red IPA,Sierra Nevada Brewing Company,India Pale Ale &#40; IPA &#41;,6.20
2758,Evil Twin Hop Flood,Two Roads Brewing Company,Amber Ale,7
2759,Infamous Bugsy_s Firebrush Amber,Infamous Brewing Company,Amber Ale,5.50
2760,Big Buck Redbird Ale,Big Buck Brewery,Amber Ale,5.50
2761,Barrio Rojo,Barrio Brewing Co. .,Scottish Ale,
2762,Ruhstaller The Kenyan [ v. 2 ],Ruhstaller,American Strong Ale,6.20
2763,The Brew Hub Diver Down,The Brew Hub,American Strong Ale,8.50
2764,Fearless Loki Red Ale,Fearless Brewing Company,American Strong Ale,7.50
2765,Roy Pitz Truly Honest Ale,Roy Pitz Brewing Company,American Pale Ale,6
2766,Florida Beer Key West Sunset Ale,Florida Beer Company,Amber Ale,4.80
2767,21st Amendment British Invasion IPA,21st Amendment Brewery,India Pale Ale &#40; IPA &#41;,6.50
2768,Circle Devil_s Envy,Circle Brewing Company,Amber Ale,4.80
2769,&#379; ywiec Freeq Red Fruits,&#379; ywiec &#40; &#379; ywiec Group/Heineken &#41;,Fruit Beer,4.50
2770,Abbey Wright Alpha Deuce IPA,Abbey Wright Brewing Company,Imperial IPA,7.80
2771,Great Adirondack Ausable Wulff Red Ale,Great Adirondack Brewing Co. .,Amber Ale,5.60
2772,Fernie Big Caboose Red Ale,Fernie Brewing Company,Amber Ale,5
2773,Breconshire Alleycat Amber Ale,Breconshire,Bitter,4.20
2774,Morgantown Old Morgantown Amber Ale,Morgantown Brewing Company,Amber Ale,5.80
2775,Bell In Hand Ale,Boston Beer Company,Amber Ale,
2776,Ales of Scilly Maiden Voyage,Ales of Scilly,Bitter,4
2777,Barkerville 18 Karat Ale,Barkerville Brewing Company,Amber Ale,4.90
2778,8 Sail Green Man Harvest Ale,8 Sail,Golden Ale/Blond Ale,4.20
2779,Faction Red,Faction Brewing,Amber Ale,5.60
2780,BlueTarp BantamWeight Ale,BlueTarp Brewing Company,Amber Ale,4.50
2781,Four Corners Red_s Roja,Four Corners Brewing Company,Amber Ale,6.20
2782,African Moon Amber Ale,Porcupine Quill Micro Brewery,Amber Ale,6
2783,Redneck Riviera Farmer_s Tan,Redneck Riviera Brewing Project,Saison,
2784,New England Fat Ten-Er # 14,New England Brewing Co. .,Amber Ale,6.50
2785,McCashin Family Stoke Amber,McCashin Family Brewery,Amber Ale,4.50
2786,Sheltowee 502 Amber Ale,Bluegrass Brewing Company,Amber Ale,5
2787,Ecliptic Phobos Extra Red Ale,Ecliptic Brewing,Amber Ale,5.20
2788,Market Cross Red Ale,Market Cross Pub and Brewery,Amber Ale,5.20
2789,Firefly Hollow Photon Imperial Crimson,Firefly Hollow Brewing Company,American Strong Ale,8.90
2790,Temperance Evenfall,Temperance Beer Company,American Strong Ale,8
2791,Trouble Brewing Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,4.70
2792,Odell Levity Amber Ale,Odell Brewing Company,Amber Ale,5.10
2793,Champion Red Scare Imperial Stout,Champion Brewing Company,Imperial Stout,9
2794,Red Wing Remmler_s Royal Brew &#40; Oak Aged &#41;,Red Wing Brewery,Brown Ale,6.50
2795,Altamont Beer Works Rich Mahogany,Altamont Beer Works,Amber Ale,6
2796,Petoskey North 45 Amber Ale,Petoskey Brewing,Amber Ale,5.80
2797,Freetail Original Ale,Freetail Brewing Co. .,Amber Ale,4.90
2798,St. Ambroise Rousse,McAuslan Brewing,Amber Ale,5
2799,Brewery Vivant Big Red Coq,Brewery Vivant,India Pale Ale &#40; IPA &#41;,6.30
2800,Blimp City Akron/Macon German Style Alt Bier,Blimp City Brewery,Altbier,
2801,Big Time Better Off Red Ale,Big Time Brewery,Amber Ale,
2802,Council Royal Blood Imperial Red,Council Brewing Company,American Strong Ale,8.10
2803,Dead Frog Mandarin Orange Amber Ale,Dead Frog Brewery,Amber Ale,5
2804,Kellys Havana Red Ale,Kellys Caribbean Bar & Grill & Brewery,Amber Ale,
2805,Metolius River Ales Rusty Spinner Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5.10
2806,Flat Earth Cygnus X-1 Red Barchetta,Flat Earth Brewing Company,Porter,6.50
2807,Blue Point Bourbon Barrel-Aged Winter Ale,Blue Point Brewing &#40; AB InBev &#41;,Amber Ale,4.50
2808,Isotopes Slammin Amber,Sierra Blanca Brewing Co,Amber Ale,
2809,Black Bear Drop Dead Red Ale,Black Bear Brewery,Amber Ale,4.80
2810,Texas Ale Project Fire Ant Funeral,Texas Ale Project,Amber Ale,6
2811,Fulton Garage Series 4 : The Libertine - 2 Gingers Barrel Aged,Fulton Beer Company,Specialty Grain,8.50
2812,Railway City Iron Spike Amber Ale,Railway City Brewing Company,Amber Ale,4.60
2813,New Holland revered,New Holland Brewing Company,India Pale Ale &#40; IPA &#41;,5
2814,Les BiÃ ¨ res BÃ © luga Golden Ale,Brasserie GÃ © nÃ © rale,Golden Ale/Blond Ale,5
2815,Abita Red Fish Ale,Abita Brewing Company,Amber Ale,
2816,Arizona Wilderness Rincon Red,Arizona Wilderness Brewing Company,Amber Ale,4.70
2817,Great Black Swamp Mosquito Red,Great Black Swamp Brewing Company,Amber Ale,
2818,Cascade Amber Ale,Cascade Brewery &#40; CUB &#41;,Amber Ale,4.80
2819,Four Corners Boss Lady Rustic Red,Four Corners Brewing Company,Amber Ale,6.20
2820,Hardknott Infra Red,Hardknott,Amber Ale,6.50
2821,Barley and Hops Tuscarora Red,Barley and Hops Grill and Microbrewery,Amber Ale,5.70
2822,Barnhouse Banshee Irish Red,Barnhouse Brewery,Irish Ale,5.50
2823,Mildura Brewery Storm Cloudy Ale,Mildura Brewery,American Pale Ale,4.50
2824,Persephone Rum Runner Red Ale,Persephone Brewing,Amber Ale,6
2825,Alameda Rose City Red,Alameda Brewing Co. .,Amber Ale,6.40
2826,Galaxy Galactic Silk Ale,Galaxy Brewing Company,Amber Ale,6.10
2827,Victoria Bitter Original Ale,Carlton & United Breweries &#40; CUB &#41;,Bitter,4.60
2828,Double Take Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5.10
2829,Olde Peninsula Sunset Red,Olde Peninsula Brewpub and Restaurant,Amber Ale,5.75
2830,Dragonmead Corktown Red,Dragonmead Brewery,Amber Ale,6
2831,Deschutes Green Lakes Non-Organic Ale,Deschutes Brewery,Amber Ale,6.40
2832,Bowen Island Mutiny Red Ale,Kamloops Brewery,Amber Ale,5.50
2833,Silver Moon Hounds Tooth Amber,Silver Moon Brewing,Amber Ale,4.50
2834,Iron Horse Loco Imperial Red,Iron Horse Brewery,American Strong Ale,7.50
2835,Estes Park Trail Ridge Red,Estes Park Brewery,Bitter,4.50
2836,Harviestoun Broken Dial,Harviestoun,Amber Ale,4.50
2837,4 Noses The Rambler,4 Noses Brewing Company,Spice/Herb/Vegetable,5.10
2838,James River Rock Island Red,James River Brewery,Wheat Ale,4.90
2839,Engine House No. 9 Rowdy Dick Amber Ale,Engine House No. 9 Restaurant and Brewery,Amber Ale,5.30
2840,BrewDog Hello,BrewDog,Imperial IPA,8.20
2841,Blue Moon Rising Moon Spring Ale,Coors Brewing Company &#40; MillerCoors &#41;,Wheat Ale,5.60
2842,Endeavour 2011 Reserve Amber Ale,Australian Independent Brewers,Amber Ale,5.20
2843,Marley_s Pack Dog Peanut Butter Ale,Marley_s Brewery and Grille,Spice/Herb/Vegetable,6.30
2844,5 Seasons Westside Raspberry Rapture,5 Seasons Westside,Fruit Beer,
2845,1516 Maple Fall Ale,1516 Brewing Company,Spice/Herb/Vegetable,5.40
2846,Anacortes Amber,Rockfish Grill & Anacortes Brewery,Amber Ale,5
2847,Birra Antoniana Bionda Integrale,Birrificio Antoniano,Zwickel/Keller/Landbier,5.20
2848,Water Street Amber,Water Street Brewery,Amber Ale,5
2849,Great Western Original 16 Canadian Copper Ale,Great Western Brewing &#40; Canadian Brewing &#41;,Amber Ale,5.20
2850,523 / Blackwell / Evil Twin Eau Trappiste,523,Imperial Stout,11.30
2851,COAST Same Old,COAST Brewing Company,Amber Ale,5.50
2852,Asher Tree Hugger Organic Amber,Asher Brewing Company,Amber Ale,6
2853,House Ales X Great Lakes California Love,House Ales,American Pale Ale,6
2854,Beaver Street Railhead Red,Beaver Street Brewery,Amber Ale,
2855,Kennebec River Sledhead Red,Kennebec River Pub & Brewery,Amber Ale,5.20
2856,Kern River Double Dirty Hippie,Kern River Brewing,American Strong Ale,10
2857,Wrecking Bar Nathan_s 13 Minute Amber,Wrecking Bar Brewpub,Amber Ale,7.40
2858,Natty Greene_s Buckshot Amber Ale,Natty Greene_s Pub & Brewing Company,Amber Ale,4.90
2859,Redondo Beach Dubbel Dark IPA,Redondo Beach Brewing Company,Black IPA,
2860,Great Rhythm AMPLIFIED Amber Ale,Great Rhythm Brewing Company,Amber Ale,5
2861,18th Street Alpha Company,18th Street Brewery,Saison,8.50
2862,Kroghs Alpine Glow Red Ale,Kroghs Restaurant & Brew Pub,Amber Ale,4.50
2863,38 State Extra Special Bitters,38 State Brewing Company,Premium Bitter/ESB,7.50
2864,Dempseys Red Rooster Ale,Dempseys Restaurant and Brewery,Amber Ale,6
2865,Auburn Alehouse Hop Donkey,Auburn Alehouse &#40; CA &#41;,American Strong Ale,9
2866,Cycle Blind Date,Cycle Brewing,Amber Ale,5.50
2867,O_Fallon Hemp Hop Rye,O_Fallon Brewery,Specialty Grain,5.50
2868,Freetail PiÃ ± ata Protest,Freetail Brewing Co. .,Witbier,6
2869,Creature Comforts Misty Valley Reclaimed Rye,Creature Comforts Brewing Company,Amber Ale,5.50
2870,Cannon Red Jacket Ale,Cannon Brewpub,Amber Ale,
2871,Tiny Rebel Cwtch,Tiny Rebel,Amber Ale,4.60
2872,Pyramid Alehouse Amber,Pyramid Breweries &#40; North American Breweries &#41;,Amber Ale,4.80
2873,Black Dragon Expedition Amber,Black Dragon Brewery,Amber Ale,5
2874,Bent River Mississippi Red Lager,Bent River Brewing Company,Oktoberfest/M Ã $ rzen,
2875,Big Time Atlas Amber Ale,Big Time Brewery,Amber Ale,5.40
2876,Bishop Nick Revelry,Bishop Nick,Bitter,4.50
2877,Austin Beer Garden Big Mama Red,Austin Beer Garden Brewery,American Strong Ale,7.90
2878,OrlÃ © ans Suzanne Marceau &#40; AmbrÃ © e _ l_rable &#41;,Microbrasserie de l __ le d_OrlÃ © ans,Amber Ale,6
2879,La LiÃ ¨ vre Frousse,Microbrasserie du LiÃ ¨ vre,Amber Ale,5.40
2880,Fort Pitt Ale,City Brewery &#40; Melanie Brewing Co &#41;,Brown Ale,
2881,Crossroads Brick Row Red,Crossroads Brewing Company,Amber Ale,5
2882,Bullfrog That Red Ale,Bullfrog Brewery,Amber Ale,6
2883,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20
2884,Minocqua Road-Kill Red Ale,Minocqua Brewing Company,Amber Ale,8.50
2885,SKA Pinstripe Red Ale,SKA Brewing,Amber Ale,5.15
2886,HammerHeart Barrel Aged Serpensblod,HammerHeart Brewing Company,Amber Ale,8.34
2887,Howe Sound Mettleman Copper Ale,Howe Sound Brewing,Amber Ale,5.50
2888,Riverside Forty Four American Amber,Riverside Brewing Company,Amber Ale,6.50
2889,Metropolitan BaphoMetro,Metropolitan Brewing,Spice/Herb/Vegetable,5.40
2890,Aarhus Frederik,Aarhus Bryghus,Fruit Beer,5
2891,Twin Leaf Paradigm Shift,Twin Leaf Brewery,Amber Lager/Vienna,4.90
2892,Newport Storm Hurricane Amber Ale,Coastal Extreme Brewing Company,Amber Ale,5.20
2893,Pit-Caribou Bonne Aventure Rousse,Microbrasserie Pit-Caribou,Amber Ale,5
2894,Delafield Bricklayer Pale Ale,Delafield Brewhaus,English Pale Ale,5
2895,Crabtree Serenity Amber Ale,Crabtree Brewing Company,Amber Ale,6.10
2896,BogotÃ ¡ Beer Company &#40; BBC &#41; Monserrate Roja,BogotÃ ¡ Beer Company &#40; AB InBev &#41;,Amber Ale,5
2897,Blue Canoe Razorback Rye P.A.,Blue Canoe Brewing Company,India Pale Ale &#40; IPA &#41;,7.50
2898,Baja Red,Baja Brewing Co. .,Amber Ale,6
2899,Boxing Rock Temptation Red Ale,Boxing Rock Brewing Company,Amber Ale,6
2900,Redhook Late Harvest Autumn Ale,Redhook Brewery,Amber Ale,5.90
2901,Original Gravity County Street Amber,Original Gravity Brewing Company,Amber Ale,5.50
2902,Rip Current Raked Over Red,Rip Current Brewing,Amber Ale,7
2903,Drakes Red Eye,Drakes Brewing Company,Amber Ale,6.50
2904,5 Seasons North The GA Wholesalers Give Millions of Dollars to Our State,5 Seasons North,India Pale Ale &#40; IPA &#41;,7
2905,18th Street / Central State Garce SalÃ © e,18th Street Brewery,Saison,6.90
2906,Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6
2907,Budweiser Black Crown,Anheuser-Busch InBev,Amber Lager/Vienna,6
2908,Charlie and Jakes Indian River Red,Charlie & Jakes Brewery & BBQ,Amber Ale,
2909,Cigar City Joe_s Hoppy Time IPA,Cigar City Brewing,India Pale Ale &#40; IPA &#41;,7.50
2910,Potbelly / Twickenham Joint Effort,Potbelly,Premium Bitter/ESB,4.80
2911,Chelsea Sunset Red Ale,Chelsea Brewing Company,Amber Ale,5
2912,Dad & Dude_s Rockpile Pale Ale,Dad and Dude_s Breweria,American Pale Ale,4.60
