id,Beer_Name,Brew_Factory_Name,Style,ABV
3560,Amberly Eyes,Sir Winston 's Pub / G.G. Brewers,American Amber / Red Ale,6.00
3561,Edge Amber,Edge Brewing Company,American Amber / Red Ale,5.70
3562,La Gourmande,Microbrasserie Moulin 7,American Amber / Red Ale,5.30
3563,Amber Alt,Kaskaskia Brewing Company,American Amber / Red Ale,5.60
3564,Red Rothchild,BNA Brewing Co. .,American Amber / Red Ale,5.50
3565,Meet Mister Mayhem,Triptych Brewing,American Amber / Red Ale,4.90
3566,Fireman 's Amber,Waddell 's Brewpub & Grille,American Amber / Red Ale,5.26
3567,Acacia Amber,Lake Charlevoix Brewing,American Amber / Red Ale,5.60
3568,Rousse Du Prospecteur,Microbrasserie Le Prospecteur,American Amber / Red Ale,5.00
3569,Arkie Amber Ale ( AAA ),Bubba Brew 's Brewing Company,American Amber / Red Ale,5.60
3570,Das Rote,Handbrauerei Gerhard Forstner,American Amber / Red Ale,5.00
3571,Radio Banter,Redline Brewhouse,American Amber / Red Ale,4.90
3572,Smelteverket _ ™ s Jamaican Blue,Ego Brygghus,American Amber / Red Ale,5.20
3573,De Vie,La Franche ( BiÃ ¨ re artisanale de Franche ComtÃ © ),American Amber / Red Ale,
3574,Immortal Corruptor ( Gwar Blood Dry Hopped Citra ),Strangeways Brewing,American Amber / Red Ale,5.50
3575,RÃ ¸ de Toner,Ego Brygghus,American Amber / Red Ale,4.70
3576,Argyle,Destination Unknown Beer Co. .,American Amber / Red Ale,7.90
3577,Orange Blossom Ale,Heroes Restaurant & Brewery,American Amber / Red Ale,5.10
3578,Forhekset Prinsesse,Ego Brygghus,American Amber / Red Ale,6.20
3579,Festival Amber,Festival Brewery,American Amber / Red Ale,3.80
3580,Moggy 's Old Red Ale,Bubba Brew 's Brewing Company,American Amber / Red Ale,
3581,Alligator Ale,Hops Grillhouse & Brewery,American Amber / Red Ale,
3582,Johnny Danger Copper Ale,Sugar Ridge Brewery,American Amber / Red Ale,5.50
3583,Red Star,Burley Oak Brewery,American Amber / Red Ale,6.50
3584,Les Petits Brasseurs,Microbrasserie Charlevoix,American Amber / Red Ale,5.20
3585,Through Silver In Blood Red Ale,Bloodline Brewing Company,American Amber / Red Ale,6.00
3586,Bin 1214 Rounded Red Ale,Babe 's Bar-B-Que And Brewery,American Amber / Red Ale,7.80
3587,Hop Riot,Amsterdam Brewboys,American Amber / Red Ale,
3588,HBH Rubia,Pub HBH ( _ uÃ ± oa ),American Amber / Red Ale,
3589,English Ruby Mild,ZwanzigZ,American Amber / Red Ale,4.80
3590,Anecdotalist Amber Ale,Kuracali SakÃ © & Beer Brewery,American Amber / Red Ale,4.50
3591,Marching Orders,Wheaty Brewing Corps,American Amber / Red Ale,5.60
3592,L'AmbrÃ © e De La Poterne,La Suzannaise,American Amber / Red Ale,
3593,Escanaba River Amber Ale,Dead Bear Brewing Co. .,American Amber / Red Ale,5.76
3594,BJ 's Oasis Amber,BJ 's Restaurant & Brewery,American Amber / Red Ale,4.70
3595,La Val Heureuse AmbrÃ © e,La Val Heureuse,American Amber / Red Ale,5.50
3596,Red White And Boom,Blasted Barley Beer Company,American Amber / Red Ale,6.20
3597,Amberdelic,The Damascus Brewery,American Amber / Red Ale,4.80
3598,Lux Rousse,Benelux Brewpub & CafÃ ©,American Amber / Red Ale,5.40
3599,La Maplehurst,Microbrasserie Coaticook,American Amber / Red Ale,
3600,SOHO,Pike 51 Brewing Company,American Amber / Red Ale,5.10
3601,Saloon Girl,Barnstar Brewing Company,American Amber / Red Ale,5.50
3602,La Grand-BiÃ ¨ re Dans Le Sirop,LagabiÃ ¨ re Brasserie Artisanale,American Amber / Red Ale,7.00
3603,Scrum-tious,Blue Monkey Brewery,American Amber / Red Ale,4.40
3604,Windsor Ale,1st Republic Brewing Company,American Amber / Red Ale,4.80
3605,Constanza _ ™ s Hoppy Red Ale,Bomber Brewing,American Amber / Red Ale,6.20
3606,Summit Amber,Chehalem Valley Brewing Co. .,American Amber / Red Ale,5.00
3607,The Heads Ale,Bellarine Brewing Co. .,American Amber / Red Ale,5.20
3608,How Now Brown Cow,Young Henry 's,American Amber / Red Ale,3.70
3609,USA-Style Amber Ale,Brisbane Brewhouse,American Amber / Red Ale,5.40
3610,La Berthelaise,Brasserie Artisanale Albion,American Amber / Red Ale,6.50
3611,Gas Can Red,Mill Whistle Brewing,American Amber / Red Ale,6.60
3612,Buddy 's Red Ale,Chilly Water Brewing Company,American Amber / Red Ale,7.20
3613,What 's My Name Amber Ale,Crooked Ewe Brewery & Ale House,American Amber / Red Ale,5.50
3614,AmpÃ ¨ re,Volta BrÃ $ u,American Amber / Red Ale,4.90
3615,Ringneck Red Ale,Lost Duck Brewing Company,American Amber / Red Ale,
3616,Lamarieuse,Brasserie du Roulier,American Amber / Red Ale,5.40
3617,Heilige Red Ale,Cervejaria Peter Von Brutschen Ltda .,American Amber / Red Ale,6.00
3618,Half Past Red,Radium City Brewing,American Amber / Red Ale,6.20
3619,Ginger Mullet,Hidden Springs Ale Works,American Amber / Red Ale,6.50
3620,Barrel Aged Bloodsmoke,Yellow Springs Brewery,American Amber / Red Ale,11.00
3621,Barrel Aged Wilfred,Yellow Springs Brewery,American Amber / Red Ale,8.00
3622,Buckleys Original Ale,Buckley 's Beers,American Amber / Red Ale,4.50
3623,Matanzas River Red Ale,Ancient City Brewing,American Amber / Red Ale,6.20
3624,Harbinger Redux 2.0 ( Ghost 223 ),Adroit Theory Brewing Company,American Amber / Red Ale,8.50
3625,Louie _ ™ s Demise Amber Ale,Milwaukee Brewing Company,American Amber / Red Ale,5.50
3626,Starlord 's Mixtape / Groot Drank Imperial Red Ale,Charging Hippo Brewing Co. .,American Amber / Red Ale,8.20
3627,Redemption,Deverell 's Brewing Company,American Amber / Red Ale,4.50
3628,Legenda Pony,Legenda SÃ ¶ rf_zde,American Amber / Red Ale,4.50
3629,Dewey Hill,Grand Armory Brewing,American Amber / Red Ale,5.80
3630,Dice Roller Red,Bray 's Brewing Company,American Amber / Red Ale,5.50
3631,Mine Is n't Red ( ReplicAle 2014 ),DryHop Brewers,American Amber / Red Ale,5.40
3632,Weekender American Amber Ale,Stilt House Brewery,American Amber / Red Ale,5.20
3633,Ligne 3,Les Brasseurs du Grand Paris,American Amber / Red Ale,5.00
3634,Extra Red With Chipotle,Ritual Brewing Co. .,American Amber / Red Ale,7.20
3635,Jack 's Red Ale,Busbee Brewing,American Amber / Red Ale,4.50
3636,Hans MÃ 1/4 ller Dreistern,Hans MÃ 1/4 ller Sommelierbier GmbH,American Amber / Red Ale,6.10
3637,Dark Ale,Cape Bouvard Winery & Brewery,American Amber / Red Ale,5.10
3638,Red Owl,Barn Brewery,American Amber / Red Ale,6.40
3639,El Importador,Black Lab Brewhouse & Kitchen,American Amber / Red Ale,5.50
3640,M_S RVR Red,BarkEater Craft Brewery,American Amber / Red Ale,6.25
3641,Bresse,Maison De Brasseur,American Amber / Red Ale,
3642,Hop Communion,Congregation Ale House,American Amber / Red Ale,6.90
3643,Renegade Imperial Red,Happy Valley Brewing Company,American Amber / Red Ale,8.60
3644,Weihnachts Bier,Hausbrauerei Stadtbier Chur,American Amber / Red Ale,5.20
3645,Mont Bugey,Maison De Brasseur,American Amber / Red Ale,
3646,Gold Ambree,Brasseries Star Madagascar,American Amber / Red Ale,6.50
3647,Old Reymann 's Amber,Wheeling Brewing Company,American Amber / Red Ale,6.20
3648,Truffle Dee,Black Star Co-op Pub & Brewery,American Amber / Red Ale,6.00
3649,Provocante,SociÃ © tÃ © Microbrasserie & Pizzeria,American Amber / Red Ale,
3650,F-Town Amber,Copper Club Brewing Company,American Amber / Red Ale,5.50
3651,Sunnybank Red,Hop 'n Moose Brewing Company,American Amber / Red Ale,
3652,Commander Clifford _ ™ s Imperial Red Ale,The Wrecking Bar Brewpub,American Amber / Red Ale,9.00
3653,Clifton Hill Dark Ale,Clifton Hill Brew Pub,American Amber / Red Ale,4.50
3654,Miss Scarlett,Salty Nut Brewery,American Amber / Red Ale,7.00
3655,Havannah,Grande Brasserie de Nouvelle-CalÃ © donie SA,American Amber / Red Ale,5.80
3656,La Torgnole,Brasserie Artisanale Glouglou,American Amber / Red Ale,5.00
3657,The Fix,Benson Brewery,American Amber / Red Ale,6.60
3658,Dirtyface Amber,Icicle Brewing Company,American Amber / Red Ale,5.00
3659,La Rouste,Brasserie Artisanale Glouglou,American Amber / Red Ale,5.70
3660,Foxtail Red,Beily _ ™ s Ultralounge / Beer & Wine Store,American Amber / Red Ale,5.50
3661,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57
3662,Angry Leprechaun,The Sturgis Haus Brewpub & Espresso Bar,American Amber / Red Ale,5.00
3663,Copper Head,Florida Avenue Brewing Co. .,American Amber / Red Ale,5.40
3664,Bonefish Amber Ale,Silverking Brewing Co. .,American Amber / Red Ale,4.90
3665,503 Amber,Wabash Brewing Taproom & Brewery,American Amber / Red Ale,5.30
3666,Secret Valley Rail Ale,The Other Farm Brewing Company,American Amber / Red Ale,5.80
3667,Red Baron,Check Six Brewing Company,American Amber / Red Ale,6.40
3668,Wet Hopped Red Ale,Border X Brewing,American Amber / Red Ale,5.80
3669,Wildsau,Drei Tannen Bier,American Amber / Red Ale,
3670,Bourbon Rousse,Brasserie de Bourbon,American Amber / Red Ale,5.00
3671,First Chair,Resolution Brewing Company,American Amber / Red Ale,5.70
3672,Copperhead,Gate City Brewing Co. .,American Amber / Red Ale,5.20
3673,La Douce,Brasserie de l'Ilet,American Amber / Red Ale,6.00
3674,Malvados Rubia,Cervezart - Cerveza Artesana de la Mancha,American Amber / Red Ale,5.40
3675,No. 7 Hoppy Amber,The Freehouse,American Amber / Red Ale,5.90
3676,Bitter Robot Red,Offbeat Brewing Company,American Amber / Red Ale,5.90
3677,Malvados Roja,Cervezart - Cerveza Artesana de la Mancha,American Amber / Red Ale,5.75
3678,Judy 's,Bangin ' Banjo Brewing Company,American Amber / Red Ale,5.50
3679,Vulcan Ale - Genesis Effect,Garrison Brewing Company,American Amber / Red Ale,
3680,Red Scandinavian Sky-High Lager,Mikkeller ApS,American Amber / Red Ale,5.00
3681,FizzGig,Rockbottom Bar & Brewery,American Amber / Red Ale,7.50
3682,Average Amber,Central Coast Brewing,American Amber / Red Ale,5.70
3683,Antelope Amber Ale,Bonneville Brewery,American Amber / Red Ale,4.00
3684,Skipine Bomb Hole,Seapine Brewing Company,American Amber / Red Ale,7.30
3685,AmbrÃ ©,Picaro,American Amber / Red Ale,6.00
3686,Project Y,Vault Brewing Company,American Amber / Red Ale,5.50
3687,The Beast Of Bray Road,Second Salem Brewing Company,American Amber / Red Ale,6.66
3688,Batch # 0065 - American Amber,3cross Brewing Company,American Amber / Red Ale,5.40
3689,Americain Amber Ale,Microbrasserie l _ ™ Hermite,American Amber / Red Ale,5.50
3690,Stepchild Amber,Red Yeti Brewing Company,American Amber / Red Ale,
3691,Hollbeer AmbrÃ © e,Brasserie Hollbeer et Magasin,American Amber / Red Ale,6.00
3692,Zeb 's American Red Ale,Lofty Brewing Company,American Amber / Red Ale,5.40
3693,Bourbon Barrel Ale,W Brewing,American Amber / Red Ale,
3694,Bisk-Hops,NÃ $ rke Kulturbryggeri AB,American Amber / Red Ale,5.00
3695,Amsterdam Session,The Tap Brewery,American Amber / Red Ale,4.30
3696,Right Said Red,Riverbend Brewing Company,American Amber / Red Ale,9.86
3697,Sugar N ' Spice,House of Beer - Citrus Park,American Amber / Red Ale,5.90
3698,Firehouse 28 Red Ale,Border Town Pub / Firehouse 28 Cafe,American Amber / Red Ale,5.10
3699,Bootleg Glory,Manantler Craft Brewing,American Amber / Red Ale,5.70
3700,Little Armoured One,Deep Creek Brewing Co. .,American Amber / Red Ale,5.70
3701,Fender Bender,Rusty Truck Brewing Company / Roadhouse 101,American Amber / Red Ale,6.20
3702,Rocket Fuel,Biloba Brewing Company,American Amber / Red Ale,
3703,La BÃ '' cheronne,Microbrasserie Moulin 7,American Amber / Red Ale,4.60
3704,Holiday Market Ale,Backroom Brewery,American Amber / Red Ale,
3705,Betty 's Red Ale,FlyBoy Brewing,American Amber / Red Ale,5.50
3706,Wuidsau,HoppebrÃ $ u,American Amber / Red Ale,5.60
3707,Hurragutt,7 Fjell Bryggeri,American Amber / Red Ale,4.70
3708,Double Amber,Calvert Brewing Company,American Amber / Red Ale,10.40
3709,Right Point Red,Pareidolia Brewing Company,American Amber / Red Ale,5.90
3710,Road Trip,Nomad Brewing Company,American Amber / Red Ale,4.80
3711,Red No. 14,Dogberry Brewing,American Amber / Red Ale,5.80
3712,9 Grain Amber,Wildlife Brewing & Pizza,American Amber / Red Ale,6.50
3713,Micoua,Microbrasserie St-Pancrace,American Amber / Red Ale,
3714,Morena,Cervezas Califa,American Amber / Red Ale,5.20
3715,Kniksen India Red Ale,7 Fjell Bryggeri,American Amber / Red Ale,6.80
3716,Secret Trail Ale,Eldo,American Amber / Red Ale,5.60
3717,Leisure Amber,Hops & Leisure,American Amber / Red Ale,4.50
3718,AmÃ © ricain Amber Ale 2.0,Microbrasserie l _ ™ Hermite,American Amber / Red Ale,4.70
3719,Warpaint Red Ale,Ochoco Brewing Company,American Amber / Red Ale,5.50
3720,Daytona Red Ale,Daytona Beach Brewing Company,American Amber / Red Ale,5.30
3721,Slaughter Amber Ale,Wet Head Brewery,American Amber / Red Ale,5.70
3722,Koele Kikker,Ramses Bier,American Amber / Red Ale,6.60
3723,Ale Asylum Ambergeddon,Hops & Leisure,American Amber / Red Ale,6.70
3724,Church Lady,Coal Creek TAP,American Amber / Red Ale,5.50
3725,WetLands BSR,Wet Head Brewery,American Amber / Red Ale,6.30
3726,Big Willies,Brite Eyes Brewing Co. .,American Amber / Red Ale,5.50
3727,Cu 29,Right Eye Brewing Company,American Amber / Red Ale,5.50
3728,Gudo,Sarungano Brewing,American Amber / Red Ale,5.50
3729,La Filaj,Brasserie La Bambelle,American Amber / Red Ale,4.80
3730,Bunpat Rossa,Birrificio Sagrin,American Amber / Red Ale,4.50
3731,Allosaurus Amber,Vernal Brewing Company,American Amber / Red Ale,4.00
3732,Firebrand Amber Ale,Race Street Brew Works,American Amber / Red Ale,5.70
3733,Blood Orange Amber,Stevens Point Brewery,American Amber / Red Ale,
3734,Stone Bridge Amber,Manor Hill Brewing,American Amber / Red Ale,7.50
3735,Semuta,Benelux Brewpub & CafÃ ©,American Amber / Red Ale,6.90
3736,Caramel Apple,Big Bear Brewing Company,American Amber / Red Ale,4.90
3737,Southport Red,SBC Restaurant & Brewery - Southport,American Amber / Red Ale,
3738,Witch Hunter,White Rock Brewery,American Amber / Red Ale,4.30
3739,The Ginger Bear,Rare Bird Brewpub,American Amber / Red Ale,5.70
3740,MPC,Brasserie de la VallÃ © e du Giffre,American Amber / Red Ale,5.20
3741,Lake Ann Amber,Lake Ann Brewing Co. .,American Amber / Red Ale,5.30
3742,Hopkins Ale Rousse,BoquÃ © biÃ ¨ re,American Amber / Red Ale,
3743,Red Sea Ale,Dubina Brewing,American Amber / Red Ale,5.80
3744,Karlstad Red Ale,Stadin Panimo,American Amber / Red Ale,5.60
3745,Heartbreaker,Union Brewing Company,American Amber / Red Ale,6.90
3746,Red Ryder,Faction Brewing,American Amber / Red Ale,7.80
3747,Les 3 Loups AmbrÃ © e,Brasserie Les 3 Loups,American Amber / Red Ale,6.50
3748,Monkey King Amber Ale,Moonzen Brewery,American Amber / Red Ale,5.00
3749,Praxis Ambar,Cervejaria Praxis,American Amber / Red Ale,5.50
3750,Haywagon Red,Chelsea Alehouse,American Amber / Red Ale,4.40
3751,Red Galaxy Ale,Yaletown Brewing Co. .,American Amber / Red Ale,5.00
3752,The Entertainer,Clown Shoes,American Amber / Red Ale,12.00
3753,BLK6 .22,The 1925 Microbrewery & Restaurant,American Amber / Red Ale,6.20
3754,Canadian Red Ale,Half Full Brewery,American Amber / Red Ale,6.40
3755,I2RA,Atomic Ale Brewpub And Eatery,American Amber / Red Ale,
3756,Not So Amber `` Amber '',Clear Creek Brewing Company,American Amber / Red Ale,
3757,Spotlight Series - Team Miller / Tomei REDiculous Imperial Red Ale,Stone Brewing Co. .,American Amber / Red Ale,9.70
3758,Neudorf Red Ale,Brasserie Bendorf,American Amber / Red Ale,
3759,Three More Weeks,Mad Science Brewing Company at Thanksgiving Farm,American Amber / Red Ale,4.40
3760,Sheps Amber Ale,The Good Shepherds Brewing Co. .,American Amber / Red Ale,
3761,Ruby,All Inn Brewing Co,American Amber / Red Ale,4.60
3762,Oak Aged Last Call,Blue Blood Brewery,American Amber / Red Ale,8.00
3763,Bee Transfixed Honey Amber Ale,Salty Nut Brewery,American Amber / Red Ale,
3764,Rubi Ale,Privatbrauerei Sander,American Amber / Red Ale,5.90
3765,Axum Bold As Love,7venth ( Seventh ) Sun Brewery,American Amber / Red Ale,7.00
3766,Jack Of Clubs,Wild Card Brewery,American Amber / Red Ale,4.50
3767,La BarFumÃ © e,Brasserie Artisanale de Rodemack ( BAR ),American Amber / Red Ale,6.50
3768,Blue Boar,Everards Brewery Ltd. .,American Amber / Red Ale,4.00
3769,Rochelle Rochelle,Triple Crossing Brewing,American Amber / Red Ale,5.60
3770,The Village Idiot,5 Paddles Brewing Co. .,American Amber / Red Ale,
3771,Irish Clover,O'Sullivan Bros. . Brewing Co. .,American Amber / Red Ale,5.20
3772,Crown,Everards Brewery Ltd. .,American Amber / Red Ale,4.80
3773,Evil Crawfish,Clown Shoes,American Amber / Red Ale,9.00
3774,EHOP,Deschutes Brewery,American Amber / Red Ale,8.00
3775,Fall Harvest,Big Grove Brewery,American Amber / Red Ale,6.70
3776,Raining Blood Imperial Red,Hand Brewed Beer,American Amber / Red Ale,8.50
3777,JalapeÃ ± o Mango Red Ale,Cigar City Brewing,American Amber / Red Ale,7.20
3778,Rooster Redred,Brau Brothers Brewing Co. . LLC,American Amber / Red Ale,
3779,Aphrodite Red Ale,Vino 's Brewpub,American Amber / Red Ale,
3780,Pepper Amber,Slippery Pig Brewing,American Amber / Red Ale,5.50
3781,SaazAmatazz,Half Pints Brewing Company,American Amber / Red Ale,5.20
3782,PDX - > LEX,Blue Lab Brewing Company,American Amber / Red Ale,
3783,Valeria,Rocky Point Artisan Brewers,American Amber / Red Ale,7.20
3784,Art Deco,The Gallery Brewery,American Amber / Red Ale,5.00
3785,Meat Market,Croocked Moon Brewing,American Amber / Red Ale,7.50
3786,Nug Amber,Bare Hands Brewery,American Amber / Red Ale,5.50
3787,Local 117,The Root Cellar / London Brewing Co-op,American Amber / Red Ale,3.90
3788,First Tracks Amber Ale,Liftline Brewing Co. .,American Amber / Red Ale,5.10
3789,Friend Zone,Lion Bridge Brewing Company,American Amber / Red Ale,6.50
3790,No. 22 Honey Red Ale,The Freehouse,American Amber / Red Ale,5.50
3791,Affliction,Epidemic Ales,American Amber / Red Ale,6.10
3792,Oddfellow 's Ale,Egan & Son 's,American Amber / Red Ale,
3793,Pioneer,Progress Brewing,American Amber / Red Ale,5.40
3794,Double Hop Amber,Appalachian Brewing Company,American Amber / Red Ale,6.10
3795,Qualityrolexbase,Avondale Brewing Co. .,American Amber / Red Ale,
3796,BiÃ ¨ re Aux Noix,Brasserie Artisanale De La CrÃ © celle,American Amber / Red Ale,5.00
3797,Inland Red Ale,Nausta Bryggeri,American Amber / Red Ale,5.00
3798,Acai And Pink Peppercorn Abandoned Planet,Proof Brewing Company,American Amber / Red Ale,8.00
3799,Elbhang Rot,NeustÃ $ dter Hausbrauerei,American Amber / Red Ale,4.70
3800,Vital Infrared Imperial Red,Vital Brewing,American Amber / Red Ale,9.40
3801,BFH,Climbing Bines Hop Farm,American Amber / Red Ale,5.50
3802,Oatmeal Amber Ale,Ornery Beer Company Public House,American Amber / Red Ale,5.70
3803,Bad Polaroid,Werk Force Brewing Co,American Amber / Red Ale,6.00
3804,Wildcat Amber,Hop Haus Brewing Company,American Amber / Red Ale,5.30
3805,Du Parc,Helm,American Amber / Red Ale,
3806,Cascazilla Aged On Cherry Wood,Ithaca Beer Company,American Amber / Red Ale,7.00
3807,Columbus And Rye,Wiper & True Brewery,American Amber / Red Ale,5.30
3808,Rojo,Spangher,American Amber / Red Ale,6.00
3809,Morency,SociÃ © tÃ © Microbrasserie & Pizzeria,American Amber / Red Ale,
3810,Simcoe And Rye,Wiper & True Brewery,American Amber / Red Ale,5.60
3811,Plan Bee,Twisted Crew Brewing Company,American Amber / Red Ale,6.40
3812,Trouser Punch Ale,3 Freaks Brewery,American Amber / Red Ale,5.20
3813,Photobomb Imperial Red Ale,Crooked Ladder Brewing Company,American Amber / Red Ale,8.50
3814,Harvest Lager,Two Goats Brewing,American Amber / Red Ale,
3815,Wood * Boat Amber Ale,Wood Boat Brewing Co. .,American Amber / Red Ale,
3816,Chiniquy,Brasserie Artisanale Albion,American Amber / Red Ale,4.00
3817,Nugget Centennial Amber,Eastwood Brewing Co. .,American Amber / Red Ale,6.50
3818,Alpine Mountain Amber Ale,Beer By Design,American Amber / Red Ale,5.90
